0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e-01, 2.500000000000000000e-01, -5.538040931140514322e-01, 8.505300074799604371e-01, -5.259265218413485821e-01, 4.441141323303272603e-01, 2.441141323303272492e-01
1.000835190626523340e-02, 1.563843867170338839e-02, 2.579467496271786731e-01, 2.439031051507574155e-01, -5.174610197473763495e-01, 8.690779500178532624e-01, -4.946751629026524544e-01, 4.395706610194434760e-01, 2.395706610194434649e-01
2.001670381253046679e-02, 3.140248139226251012e-02, 2.661227919890587490e-01, 2.381215623181906771e-01, -4.820470647607449921e-01, 8.860477730979989808e-01, -4.635939427862242335e-01, 4.343599944221351872e-01, 2.343599944221351761e-01
3.002505571879569846e-02, 4.726254426825973048e-02, 2.745141169494132449e-01, 2.326593962663448811e-01, -4.478026363283437172e-01, 9.014007051848896834e-01, -4.329858758576122235e-01, 4.285800792249946367e-01, 2.285800792249946256e-01
4.003340762506093359e-02, 6.318904340627745642e-02, 2.831054196414013457e-01, 2.275174976116244585e-01, -4.149390632635780451e-01, 9.151408878740882047e-01, -4.031341654350640291e-01, 4.223400318484726856e-01, 2.223400318484726745e-01
5.004175953132616872e-02, 7.915239491289804974e-02, 2.918801245783478882e-01, 2.226938568371664706e-01, -3.836347019571622052e-01, 9.273103188742983782e-01, -3.742934310260427333e-01, 4.157551246717587912e-01, 2.157551246717587801e-01
6.005011143759139691e-02, 9.512301489470392779e-02, 3.008204164876729925e-01, 2.181838170384812203e-01, -3.540329211758729833e-01, 9.379821975857451921e-01, -3.466834247728264873e-01, 4.089419884129352756e-01, 2.089419884129352645e-01
7.005846334385663898e-02, 1.110718688656748415e-01, 3.099075930863817163e-01, 2.139802020392495563e-01, -3.262409023779735406e-01, 9.472537658702833152e-01, -3.204844817531207757e-01, 4.020141265650092888e-01, 2.020141265650092777e-01
8.006681525012186718e-02, 1.269757060349827604e-01, 3.191251935888119728e-01, 2.100724024714039906e-01, -3.003229153167495946e-01, 9.552410113176023065e-01, -2.958286840333852474e-01, 3.950761602479798684e-01, 1.950761602479798573e-01
9.007516715638709537e-02, 1.428147392546390837e-01, 3.284579434878664994e-01, 2.064476429337933627e-01, -2.763093045569127160e-01, 9.620688351555902740e-01, -2.728068115395317905e-01, 3.882224076456883832e-01, 1.882224076456883721e-01
1.000835190626523374e-01, 1.585694789738473776e-01, 3.378900462921249903e-01, 2.030921257282643499e-01, -2.542057071534693513e-01, 9.678633471412411149e-01, -2.514767211106296307e-01, 3.815369055228501338e-01, 1.815369055228501505e-01
1.100918709689175656e-01, 1.742251528829216189e-01, 3.474079396867110203e-01, 1.999904007069804313e-01, -2.339910049285703342e-01, 9.727487836732698900e-01, -2.318616049762747822e-01, 3.750909815113067647e-01, 1.750909815113067536e-01
1.201002228751827938e-01, 1.897711868173856120e-01, 3.570002207062429878e-01, 1.971259605362996326e-01, -2.156237244903403960e-01, 9.768431341618568631e-01, -2.139567508653105743e-01, 3.689437483954519648e-01, 1.689437483954519537e-01
1.301085747814480220e-01, 2.051971991437932241e-01, 3.666553328047875704e-01, 1.944823002921771127e-01, -1.990513132140478980e-01, 9.802546117486994337e-01, -1.977394653209278430e-01, 3.631444012307876168e-01, 1.631444012307876057e-01
1.401169266877132780e-01, 2.204954812567765932e-01, 3.763631780957220063e-01, 1.920426399227201930e-01, -1.842104926921607766e-01, 9.830811714048410810e-01, -1.831704409267103095e-01, 3.577321126952772712e-01, 1.577321126952772601e-01
1.501252785939785062e-01, 2.356624183996184618e-01, 3.861161677198664544e-01, 1.897899483833802026e-01, -1.710295899750552406e-01, 9.854100561025413985e-01, -1.701970074119583676e-01, 3.527367399434602202e-01, 1.527367399434601813e-01
1.601336305002437344e-01, 2.506947423388920515e-01, 3.959069465208551186e-01, 1.877076997069800912e-01, -1.594349336879787582e-01, 9.873171511114849919e-01, -1.587603323286430057e-01, 3.481813497172549510e-01, 1.481813497172549399e-01
1.701419824065089625e-01, 2.655899758673637701e-01, 4.057287067375523471e-01, 1.857798513986479993e-01, -1.493519769742768788e-01, 9.888677096708170522e-01, -1.487973547157093457e-01, 3.440830544503393762e-01, 1.440830544503393651e-01
1.801503343127741907e-01, 2.803483954602541406e-01, 4.155765401912781543e-01, 1.839906592331581048e-01, -1.407055223309708336e-01, 9.901172989914719391e-01, -1.402416993544796653e-01, 3.404534947678748980e-01, 1.404534947678748869e-01
1.901586862190394467e-01, 2.949708764197748745e-01, 4.254460827193988770e-01, 1.823250167865607119e-01, -1.334225472289672088e-01, 9.911124081175526346e-01, -1.330270441505250756e-01, 3.373004212769827870e-01, 1.373004212769828036e-01
2.001670381253046749e-01, 3.094583830705950889e-01, 4.353331837519331393e-01, 1.807685091947601186e-01, -1.274330109173018866e-01, 9.918913958646639051e-01, -1.270883897515763250e-01, 3.346285222420252170e-01, 1.346285222420252059e-01
2.101753900315699031e-01, 3.238129640233576856e-01, 4.452345957681307365e-01, 1.793072944540442526e-01, -1.226697932457936902e-01, 9.924854911244913591e-01, -1.223623712886322545e-01, 3.324398491163499947e-01, 1.324398491163499836e-01
2.201837419378351313e-01, 3.380373916227207287e-01, 4.551477560367772068e-01, 1.779281392249503491e-01, -1.190692629908178118e-01, 9.929196263987315474e-01, -1.187881118302808042e-01, 3.307344840684572906e-01, 1.307344840684572518e-01
2.301920938441003595e-01, 3.521344517059747936e-01, 4.650703034101867361e-01, 1.766184665251193664e-01, -1.165716006835556956e-01, 9.932132216076409170e-01, -1.163077659650083584e-01, 3.295110841391225565e-01, 1.295110841391224898e-01
2.402004457503655876e-01, 3.661070575082816525e-01, 4.750001533173912605e-01, 1.753663111035908273e-01, -1.151206684446690748e-01, 9.933809307774821296e-01, -1.148665589615324722e-01, 3.287671824688676581e-01, 1.287671824688676470e-01
2.502087976566308436e-01, 3.799584479192570918e-01, 4.849356381956673179e-01, 1.741602701381362306e-01, -1.146638858355203544e-01, 9.934332961875252943e-01, -1.144127878603990733e-01, 3.284994495270666670e-01, 1.284994495270666004e-01
2.602171495628960440e-01, 3.936919131192376242e-01, 4.948753118585072497e-01, 1.729894954789670258e-01, -1.151521222853775506e-01, 9.933773172916366967e-01, -1.148978045502655476e-01, 3.287039277972004792e-01, 1.287039277972004403e-01
2.702255014691613000e-01, 4.073107366240293903e-01, 5.048179017306687610e-01, 1.718436642896437050e-01, -1.165394855420111564e-01, 9.932169563358157482e-01, -1.162758687218391207e-01, 3.293761812814231527e-01, 1.293761812814231416e-01
2.802338533754265559e-01, 4.208180728177142171e-01, 5.147622113993506332e-01, 1.707129558039199579e-01, -1.187830677377028077e-01, 9.929535823281072648e-01, -1.185039380855281987e-01, 3.305113902437604168e-01, 1.305113902437603779e-01
2.902422052816917564e-01, 4.342169590963543824e-01, 5.247071193637258268e-01, 1.695880184564111937e-01, -1.218426814899013222e-01, 9.925863589822043753e-01, -1.215414331100738571e-01, 3.321044090171819119e-01, 1.321044090171819008e-01
3.002505571879570123e-01, 4.475104286276511689e-01, 5.346516542670296523e-01, 1.684599307484832553e-01, -1.256806402273966672e-01, 9.921125787687462561e-01, -1.253500340998291440e-01, 3.341498194079843831e-01, 1.341498194079843442e-01
3.102589090942222128e-01, 4.607014587334868350e-01, 5.445949500317945891e-01, 1.673201774150979704e-01, -1.302615258962261102e-01, 9.915279571205128928e-01, -1.298934572964411671e-01, 3.366419545832463056e-01, 1.366419545832462945e-01
3.202672610004874687e-01, 4.737926293557216395e-01, 5.545359785385980400e-01, 1.661606534533706658e-01, -1.355518231260686157e-01, 9.908269102930934435e-01, -1.351370927578441350e-01, 3.395748268428170902e-01, 1.395748268428170791e-01
3.302756129067527247e-01, 4.867863481653937896e-01, 5.644737064801883530e-01, 1.649736232642390887e-01, -1.415197292243976779e-01, 9.900027850550969788e-01, -1.410478131101347565e-01, 3.429421283494297201e-01, 1.429421283494297090e-01
3.402839648130179251e-01, 4.996850221384566137e-01, 5.744072188837554549e-01, 1.637516844307246311e-01, -1.481350270258482427e-01, 9.890480563190495733e-01, -1.475938423224703588e-01, 3.467372536979962949e-01, 1.467372536979962838e-01
3.502923167192831810e-01, 5.124909389280160044e-01, 5.843356226386411389e-01, 1.624877586474438029e-01, -1.553688542213453039e-01, 9.879545198130345041e-01, -1.547445210047722064e-01, 3.509532516012734416e-01, 1.509532516012734304e-01
3.603006686255483815e-01, 5.252058724643685617e-01, 5.942577307167599132e-01, 1.611751159214578344e-01, -1.631932719778743102e-01, 9.867135045084138856e-01, -1.624698741943388647e-01, 3.555826422189768410e-01, 1.555826422189767744e-01
3.703090205318136374e-01, 5.378314584546456389e-01, 6.041723416725038875e-01, 1.598073276316429869e-01, -1.715812633166581835e-01, 9.853160130039372300e-01, -1.707406059437091006e-01, 3.606174706224173354e-01, 1.606174706224173243e-01
3.803173724380788934e-01, 5.503693326007117470e-01, 6.140783428426762613e-01, 1.583782388060049062e-01, -1.805066849400880080e-01, 9.837528549124073818e-01, -1.795280492059331545e-01, 3.660493315315642704e-01, 1.660493315315642038e-01
3.903257243443440938e-01, 5.628209879774207502e-01, 6.239745938617524690e-01, 1.568819712884010342e-01, -1.899440513918679851e-01, 9.820147999726143162e-01, -1.888039529108072045e-01, 3.718692874911029289e-01, 1.718692874911029178e-01
4.003340762506093498e-01, 5.751873955143754769e-01, 6.338596164954249934e-01, 1.553129641870025779e-01, -1.998680971888514846e-01, 9.800927743586150820e-01, -1.985400555304466796e-01, 3.780676374214089197e-01, 1.780676374214089086e-01
4.103424281568745502e-01, 5.874694066864872832e-01, 6.437319052276184728e-01, 1.536659249988012177e-01, -2.102539341297515463e-01, 9.779779481085019155e-01, -2.087082485516189578e-01, 3.846340445013756160e-01, 1.846340445013755771e-01
4.203507800631398061e-01, 5.996678729686678588e-01, 6.535900196452959499e-01, 1.519358070479182865e-01, -2.210770723032023655e-01, 9.756618342314752335e-01, -2.192806084086630636e-01, 3.915575853474619894e-01, 1.915575853474620061e-01
4.303591319694050621e-01, 6.117835360969234859e-01, 6.634324933871316166e-01, 1.501178173523447512e-01, -2.323132651938346060e-01, 9.731364178669219545e-01, -2.302292601324505139e-01, 3.988266871366078492e-01, 1.988266871366077826e-01
4.403674838756702625e-01, 6.238166613390314641e-01, 6.732575300951717523e-01, 1.482074725580633523e-01, -2.439380867179372081e-01, 9.703943517147788356e-01, -2.415259865108804749e-01, 4.064288833843829329e-01, 2.064288833843829218e-01
4.503758357819355185e-01, 6.357673846797490258e-01, 6.830632780443737229e-01, 1.462005532796402663e-01, -2.559271695114500034e-01, 9.674290055471885807e-01, -2.531424879904157765e-01, 4.143509935288129942e-01, 2.143509935288130386e-01
4.603841876882007189e-01, 6.476358421014005717e-01, 6.928479335223731717e-01, 1.440930811170011427e-01, -2.682563059973556152e-01, 9.642345289793885499e-01, -2.650505105143106110e-01, 4.225792226889305558e-01, 2.225792226889305447e-01
4.703925395944659749e-01, 6.594221226344140208e-01, 7.026097010461921366e-01, 1.418813226131028782e-01, -2.809013953492564553e-01, 9.608059422128792937e-01, -2.772218270779220339e-01, 4.310991629023898097e-01, 2.310991629023897709e-01
4.804008915007311753e-01, 6.711259682745628341e-01, 7.123465415076530860e-01, 1.395618478337924406e-01, -2.938381063045760744e-01, 9.571393052039554039e-01, -2.896279517479095622e-01, 4.398955998201850570e-01, 2.398955998201850459e-01
4.904092434069964312e-01, 6.827469654636130203e-01, 7.220563255912606504e-01, 1.371315038399026909e-01, -3.070420607412364666e-01, 9.532317473139959585e-01, -3.022403611576490179e-01, 4.489526676399740457e-01, 2.489526676399740346e-01
5.004175953132616872e-01, 6.942846999093271743e-01, 7.317369608583477181e-01, 1.345873853518190777e-01, -3.204890223676441496e-01, 9.490814745028762767e-01, -3.150307203360432906e-01, 4.582540160149036756e-01, 2.582540160149036645e-01
5.104259472195269431e-01, 7.057387487410972104e-01, 7.413863848649061561e-01, 1.319268339640115584e-01, -3.341549244368098859e-01, 9.446878071643945995e-01, -3.279709544989123371e-01, 4.677828717802445246e-01, 2.677828717802445135e-01
5.204342991257920881e-01, 7.171084935710301256e-01, 7.510024063580362785e-01, 1.291474827823127225e-01, -3.480156814057490111e-01, 9.400512814971653253e-01, -3.410331188543675451e-01, 4.775219495990623564e-01, 2.775219495990624008e-01
5.304426510320573440e-01, 7.283931214806305121e-01, 7.605827027646074878e-01, 1.262472658428621941e-01, -3.620472150030116243e-01, 9.351736818732732104e-01, -3.541894757493311841e-01, 4.874535091809090170e-01, 2.874535091809090614e-01
5.404510029383226000e-01, 7.395918111703699838e-01, 7.701249760217350193e-01, 1.232243772677106830e-01, -3.762257254024954367e-01, 9.300579734830711764e-01, -3.674128004854523843e-01, 4.975595887692579322e-01, 2.975595887692579211e-01
5.504593548445878559e-01, 7.507037413439987539e-01, 7.796269597176241906e-01, 1.200772678662791471e-01, -3.905277618136698825e-01, 9.247082821304977163e-01, -3.806764938359916139e-01, 5.078221016168695812e-01, 3.078221016168696256e-01
